key,source,target
384/1/11#0,"A6 Color
%s","A6 Color
%s"
384/1/12#0,"B4 Monochrome
%s","B4 Monochrome
%s"
384/1/13#0,"B5 Monochrome
%s","B5 Monochrome
%s"
384/1/14#0,"B6 Monochrome
%s","B6 Monochrome
%s"
384/1/15#0,"A4 Monochrome 
%s","A4 Monochrome 
%s"
384/1/16#0,"A5 Monochrome
%s","A5 Monochrome
%s"
384/1/17#0,"A6 Monochrome
%s","A6 Monochrome
%s"
384/1/18#0,"For commercial issue  Bleed 5mm
%s","For commercial issue  Bleed 5mm
%s"
384/1/19#0,"For commercial issue  Bleed 3mm
%s","For commercial issue  Bleed 3mm
%s"
384/1/21#0,"Webtoon 1
%s","Webtoon 1
%s"
384/1/22#0,"Webtoon 2
%s","Webtoon 2
%s"
384/1/23#0,"Webtoon 2
%s","Webtoon 2
%s"
384/1/24#0,"Webtoon 3
%s","Webtoon 3
%s"
384/1/25#0,"Webtoon 4
%s","Webtoon 4
%s"
384/1/27#0,"Sticker size
%s","Sticker size
%s"
384/1/28#0,"Screen size 
%s","Screen size 
%s"
384/1/39#0,"Animated sticker 1 (Studio Mode)
%s","Animated sticker 1 (Studio Mode)
%s"
384/1/40#0,"Animated sticker 2 (Studio Mode)
%s","Animated sticker 2 (Studio Mode)
%s"
384/1/41#0,"9:16　(Studio Mode)
%s","9:16　(Studio Mode)
%s"
384/1/42#0,"16:9　(Studio Mode)
%s","16:9　(Studio Mode)
%s"
384/1/43#0,"16:9　(Studio Mode)
%s","16:9　(Studio Mode)
%s"
384/1/44#0,"1:1　(Studio Mode)
%s","1:1　(Studio Mode)
%s"
384/1/45#0,"4:3　(Studio Mode)
%s","4:3　(Studio Mode)
%s"
385/1/1#0,"Could not apply pose.
Please create a new canvas and try importing from Posemaniacs again.","Could not apply pose.
Please create a new canvas and try importing from Posemaniacs again."
385/1/2#0,"Could not apply pose because the number of layers has reached the upper limit.
 Please delete unneeded layers or select an existing 3D layer and import from Posemaniacs again.","Could not apply pose because the number of layers has reached the upper limit.
 Please delete unneeded layers or select an existing 3D layer and import from Posemaniacs again."
385/1/3#0,"Could not apply pose.
This function is only available in Studio Mode. Please switch to Studio Mode and try importing from Posemaniacs again.","Could not apply pose.
This function is only available in Studio Mode. Please switch to Studio Mode and try importing from Posemaniacs again."
385/1/4#0,This pose data is not available in the version you are using.,This pose data is not available in the version you are using.
385/1/5#0,"Failed to download pose data.
Please check your network connection, make sure you have an editable canvas open and are in Studio Mode, then try importing from Posemaniacs again.","Failed to download pose data.
Please check your network connection, make sure you have an editable canvas open and are in Studio Mode, then try importing from Posemaniacs again."
385/1/6#0,Could not apply pose.,Could not apply pose.
387/1/4#0,Touch gestures,Touch gestures
387/1/5#0,Gesture configuration,Gesture configuration
387/1/8#0,Foldable Device Settings,Foldable Device Settings
387/1/12#0,Cursor details,Cursor details
387/1/20#0,File details,File details
387/1/21#0,Color conversion,Color conversion
387/1/22#0,Story editor,Story editor
387/1/24#0,Camera path/Camera,Camera path/Camera
387/1/25#0,Privacy Settings,Privacy Settings
387/1/26#0,Smartphone connection,Smartphone connection
387/1/28#0,Tabmate 2,Tabmate 2
387/1/29#0,"For print size view, you need to set current display resolution. 
Do you want to configure the settings?","For print size view, you need to set current display resolution. 
Do you want to configure the settings?"
387/1/30#0,"The display resolution has been set. 
You can adjust this setting from Preferences > Canvas.","The display resolution has been set. 
You can adjust this setting from Preferences > Canvas."
387/1/32#0,Drawing tool,Drawing tool
388/1/1#0,General-purpose settings,General-purpose settings
390/1/3#0,Straight line,Straight line
390/1/6#0,Continuous curve,Continuous curve
390/1/10#0,Equilateral triangle,Equilateral triangle
390/1/15#0,Regular polygon,Regular polygon
391/1/10#0,Execute menu command,Execute menu command
391/1/11#0,Show quick menu,Show quick menu
391/1/13#0,"Settings for ""Execute menu command""","Settings for ""Execute menu command"""
391/1/14#0,"Settings for ""Execute option command""","Settings for ""Execute option command"""
392/1/1#0,Default menu,Default menu
392/1/2#0,New menu,New menu
393/1/1#0,"Your smartphone wants to connect.
 Connect with Companion Mode?","Your smartphone wants to connect.
 Connect with Companion Mode?"
393/1/2#0,"Your Android device requires location services to be enabled to detect Bluetooth devices. 
Clip Studio Paint uses the location information service only to detect Bluetooth devices, and does not collect location information.","Your Android device requires location services to be enabled to detect Bluetooth devices. 
Clip Studio Paint uses the location information service only to detect Bluetooth devices, and does not collect location information."
393/1/3#0,"Failed to start Companion mode. 
Please turn on Wi-Fi and check that you are connected to the same network (LAN) as the main device.","Failed to start Companion mode. 
Please turn on Wi-Fi and check that you are connected to the same network (LAN) as the main device."
393/1/6#0,"There is no connection request on the main device.
 Please connect using Scan QR code.","There is no connection request on the main device.
 Please connect using Scan QR code."
393/1/7#0,"Clip Studio Paint notifications are turned off on the main device, so the connection request cannot be shown.
On the main device, please open Windows Settings > System > Notifications > and allow notifications from Clip Studio Paint. If you cannot allow notifications, please connect using the QR code.","Clip Studio Paint notifications are turned off on the main device, so the connection request cannot be shown.
On the main device, please open Windows Settings > System > Notifications > and allow notifications from Clip Studio Paint. If you cannot allow notifications, please connect using the QR code."
393/1/8#0,"Clip Studio Paint notifications are turned off on the main device, so the connection request cannot be shown.
On the main device, please open System Preferences > Notification Center and allow notifications from Clip Studio Paint. If you cannot allow notifications, please connect using the QR code.","Clip Studio Paint notifications are turned off on the main device, so the connection request cannot be shown.
On the main device, please open System Preferences > Notification Center and allow notifications from Clip Studio Paint. If you cannot allow notifications, please connect using the QR code."
394/1/1#0,Switch color wheel to HSV color space,Switch color wheel to HSV color space
394/1/2#0,Switch color wheel to HLS color space,Switch color wheel to HLS color space
395/1/1#0,You can use gestures on this pad to navigate the canvas.,You can use gestures on this pad to navigate the canvas.
395/1/2#0,"You can enable disabled gestures from
Preferences > Touch gestures in Clip Studio Paint on the main device.","You can enable disabled gestures from
Preferences > Touch gestures in Clip Studio Paint on the main device."
395/1/3#0,You can enable disabled gestures from Preferences > Touch gestures in Clip Studio Paint on the main device.,You can enable disabled gestures from Preferences > Touch gestures in Clip Studio Paint on the main device.
395/1/4#0,Single swipe is set to “Move canvas” by default.,Single swipe is set to “Move canvas” by default.
396/1/1#0,Connect to smartphone,Connect to smartphone
396/1/7#0,See details,See details
396/1/8#0,"No available network found. 
Please check if there is a problem in the network environment.","No available network found. 
Please check if there is a problem in the network environment."
396/1/9#0,"A warning from security software may appear in order to use your network connection.
You will need to give permission to transfer information and connect to your smartphone.","A warning from security software may appear in order to use your network connection.
You will need to give permission to transfer information and connect to your smartphone."
396/1/10#0,"Could not use network connection. The port number is already in use. 
Please set up a different port number from Preferences > Smartphone connection settings > Main device settings > Port No.","Could not use network connection. The port number is already in use. 
Please set up a different port number from Preferences > Smartphone connection settings > Main device settings > Port No."
396/1/11#0,"No available network found. 
Please check if there is a problem with your network.","No available network found. 
Please check if there is a problem with your network."
396/1/12#0,"With Companion mode, you can control Clip Studio Paint installed on a computer or other device.

To set up Companion mode for the first time, please use “Connect to smartphone” from the Clip Studio Paint application on the main device and scan the QR code.","With Companion mode, you can control Clip Studio Paint installed on a computer or other device.

To set up Companion mode for the first time, please use “Connect to smartphone” from the Clip Studio Paint application on the main device and scan the QR code."
396/1/13#0,"Failed to read the QR code and start Companion mode.
Please confirm that both devices are running the latest version of Clip Studio Paint and try scanning the QR code again.","Failed to read the QR code and start Companion mode.
Please confirm that both devices are running the latest version of Clip Studio Paint and try scanning the QR code again."
396/1/14#0,"Failed to start Companion mode as the app versions are different.
Please confirm that both devices are running the latest version of Clip Studio Paint and try scanning the QR code again.","Failed to start Companion mode as the app versions are different.
Please confirm that both devices are running the latest version of Clip Studio Paint and try scanning the QR code again."
396/1/15#0,"Failed to start Companion mode as the app versions are different.
Please confirm that both devices are running the latest version of Clip Studio Paint and try again.","Failed to start Companion mode as the app versions are different.
Please confirm that both devices are running the latest version of Clip Studio Paint and try again."
396/1/16#0,"Failed to start Companion mode. 
Please turn on Wi-Fi and check that you are connected to the same network (LAN) as the main device.","Failed to start Companion mode. 
Please turn on Wi-Fi and check that you are connected to the same network (LAN) as the main device."
396/1/17#0,"Companion mode is only available on smartphones.
Install Clip Studio Paint to your smartphone to use it.","Companion mode is only available on smartphones.
Install Clip Studio Paint to your smartphone to use it."
396/1/18#0,"Failed to start Companion mode as the connection information has changed.
Please confirm that both devices are running the latest version of Clip Studio Paint and try scanning the QR code again.","Failed to start Companion mode as the connection information has changed.
Please confirm that both devices are running the latest version of Clip Studio Paint and try scanning the QR code again."
396/1/19#0,"Failed to connect.
Try again?","Failed to connect.
Try again?"
396/1/20#0,"Failed to start Companion mode.
Please confirm that both devices are running the latest version of Clip Studio Paint and try scanning the QR code again.","Failed to start Companion mode.
Please confirm that both devices are running the latest version of Clip Studio Paint and try scanning the QR code again."
396/1/21#0,This device is currently operating as a client.,This device is currently operating as a client.
396/1/22#0,Scan QR code,Scan QR code
397/1/7#0,Fix aspect ratio,Fix aspect ratio
397/1/8#0,Snap rotation angle,Snap rotation angle
397/1/9#0,Use center point as base,Use center point as base
397/1/10#0,Fix movement direction,Fix movement direction
397/1/11#0,Create corner,Create corner
397/1/12#0,Move control point/Confirm,Move control point/Confirm
397/1/13#0,Step of angle,Step of angle
398/1/1#0,Please select the main device.,Please select the main device.
398/1/2#0,"Bluetooth will be used to find devices and will list up devices detected on the same network (LAN). 
If the device does not appear, please use “Connect to smartphone” from the Clip Studio Paint application on the main device and scan the QR code.","Bluetooth will be used to find devices and will list up devices detected on the same network (LAN). 
If the device does not appear, please use “Connect to smartphone” from the Clip Studio Paint application on the main device and scan the QR code."
398/1/3#0,Companion mode will start after you accept the connection request on the main device.,Companion mode will start after you accept the connection request on the main device.
398/1/4#0,See details,See details
398/1/5#0,Scan QR code,Scan QR code
398/1/7#0,"With Companion mode, you can connect to Clip Studio Paint on another device.","With Companion mode, you can connect to Clip Studio Paint on another device."
398/1/8#0,"Could not find a device to connect to.
To set up Companion mode, please use “Connect to smartphone” from the Clip Studio Paint application on the main device and scan the QR code.","Could not find a device to connect to.
To set up Companion mode, please use “Connect to smartphone” from the Clip Studio Paint application on the main device and scan the QR code."
398/1/9#0,"Could not find a device to connect to.
Please check the following settings.","Could not find a device to connect to.
Please check the following settings."
398/1/10#0,"・Tap ""Permissions"" > “Location services"" and set the access permissions to ""Allow"".","・Tap ""Permissions"" > “Location services"" and set the access permissions to ""Allow""."
398/1/11#0,・Please turn on location services.,・Please turn on location services.
398/1/12#0,"・Turn on Bluetooth in the Clip Studio access permissions. (When you change the permissions, the app will restart.)","・Turn on Bluetooth in the Clip Studio access permissions. (When you change the permissions, the app will restart.)"
398/1/13#0,"・Tap ""Permissions"" > ""Nearby devices"" and set the access permission for nearby devices to ""Allow"".","・Tap ""Permissions"" > ""Nearby devices"" and set the access permission for nearby devices to ""Allow""."
398/1/14#0,"If the device cannot be found, please use “Connect to smartphone” from the Clip Studio Paint application on the main device and scan the QR code.","If the device cannot be found, please use “Connect to smartphone” from the Clip Studio Paint application on the main device and scan the QR code."
398/1/15#0,Open settings,Open settings
399/1/1#0,Connect to smartphone,Connect to smartphone
400/1/2#0,"You can use the smartphone version
of Clip Studio Paint in Companion mode.
Please scan the QR code on your phone to start.","You can use the smartphone version
of Clip Studio Paint in Companion mode.
Please scan the QR code on your phone to start."
400/1/3#0,See details here,See details here
401/1/4#0,Mode button layout,Mode button layout
401/1/5#0,In landscape mode,In landscape mode
401/1/6#0,Align left,Align left
401/1/7#0,Align right,Align right
401/1/8#0,How to show Quick Access Set List,How to show Quick Access Set List
401/1/13#0,Disable sleep mode while using Companion mode,Disable sleep mode while using Companion mode
401/1/14#0,How to use,How to use
401/1/15#0,How to use Companion mode,How to use Companion mode
402/1/1#0,No image to display in Sub View,No image to display in Sub View
402/1/2#0,Import the image you want to use from %s.,Import the image you want to use from %s.
402/1/3#0,You can import photos from %s.,You can import photos from %s.
403/1/1#0,Preview the project open to the main body,Preview the project open to the main body
404/1/1#0,Setting up for the first time. Please wait a moment.,Setting up for the first time. Please wait a moment.
405/1/3#0,Top left,Top left
405/1/4#0,Top right,Top right
405/1/5#0,Bottom left,Bottom left
405/1/6#0,Bottom right,Bottom right
405/1/7#0,Transform at the angle of the bounding box,Transform at the angle of the bounding box
406/1/2#0,Rounded corner,Rounded corner
406/1/3#0,Selected color,Selected color
406/1/4#0,Alpha value,Alpha value
407/1/1#0,Tool Group palette,Tool Group palette
407/1/2#0,Switch to previous tool,Switch to previous tool
407/1/3#0,Switch to next tool,Switch to next tool
407/1/4#0,Switch to previous tool group,Switch to previous tool group
407/1/5#0,Switch to next tool group,Switch to next tool group
407/1/6#0,Switch between current and previous tools,Switch between current and previous tools
407/1/7#0,Switch between current tool and eraser,Switch between current tool and eraser
407/1/9#0,Reset to default,Reset to default
407/1/10#0,Save as default,Save as default
408/1/1#0,New folder,New folder
408/1/3#0,Change name,Change name
409/1/1#0,Updating Page Manager,Updating Page Manager
409/1/2#0,Closing window...,Closing window...
409/1/3#0,"Could not load changes to the cloud as you are not logged in. 
Select the sync button in the Page Manager to send changes to the cloud and grant edit permissions.","Could not load changes to the cloud as you are not logged in. 
Select the sync button in the Page Manager to send changes to the cloud and grant edit permissions."
409/1/4#0,"You need to update the cloud data to use this operation. 
It may take some time to update. Do you wish to update now?","You need to update the cloud data to use this operation. 
It may take some time to update. Do you wish to update now?"
409/1/5#0,"The page layout has changed, so you cannot open the selected page. 
Please update the cloud data to open the selected page. 
It may take some time to update. Do you wish to update now?","The page layout has changed, so you cannot open the selected page. 
Please update the cloud data to open the selected page. 
It may take some time to update. Do you wish to update now?"
409/1/8#0,"The page layout has been changed in the cloud data, so you cannot use this operation. 
The data has been updated to the latest version, so please try again.","The page layout has been changed in the cloud data, so you cannot use this operation. 
The data has been updated to the latest version, so please try again."
409/1/9#0,Failed to load page management file.,Failed to load page management file.
409/1/10#0,"Failed to sync with the cloud, so the file is in read-only mode.","Failed to sync with the cloud, so the file is in read-only mode."
409/1/11#0,"Cancelled cloud syncing, so the file is in read-only mode.","Cancelled cloud syncing, so the file is in read-only mode."
409/1/12#0,This file is currently being edited by another user. The file will open in read-only mode.,This file is currently being edited by another user. The file will open in read-only mode.
409/1/13#0,"The Teamwork setting has been turned off. 
You cannot open this project.","The Teamwork setting has been turned off. 
You cannot open this project."
410/1/1#0,Log in,Log in
410/1/2#0,Read-only mode,Read-only mode
410/1/3#0,Load changes later,Load changes later
410/1/4#0,You need to log in to edit this project.,You need to log in to edit this project.
410/1/5#0,You need to log in to update changes to the cloud.,You need to log in to update changes to the cloud.
411/1/1#0,CLIP STUDIO PAINT external character,CLIP STUDIO PAINT external character
411/1/2#0,Unicode: 0x%04X,Unicode: 0x%04X
411/1/3#0,Unicode: 0x%04X - 0x%04X,Unicode: 0x%04X - 0x%04X
412/1/1#0,Tone Curve,Tone Curve
412/1/11#0,Key tone,Key tone
413/1/2#0,Tone settings...,Tone settings...
414/1/1#0,Horizontal movement,Horizontal movement
414/1/2#0,Vertical movement,Vertical movement
415/1/1#0,Set 1,Set 1
415/1/2#0,Set 2,Set 2
415/1/3#0,Set 3,Set 3
415/1/5#0,New features,New features
415/1/6#0,Transparent color,Transparent color
415/1/9#0,About CLIP STUDIO PAINT,About CLIP STUDIO PAINT
415/1/10#0,Version information,Version information
415/1/11#0,Quit CLIP STUDIO PAINT,Quit CLIP STUDIO PAINT
415/1/12#0,Switch to Simple Mode,Switch to Simple Mode
415/1/14#0,Shortcut Settings,Shortcut Settings
415/1/15#0,Air Action Settings,Air Action Settings
415/1/16#0,Modifier Key Settings,Modifier Key Settings
415/1/17#0,Set tool to use with finger,Set tool to use with finger
415/1/18#0,Tab-Mate Controller Settings,Tab-Mate Controller Settings
415/1/19#0,Quick Menu Settings,Quick Menu Settings
415/1/20#0,CLIP STUDIO TABMATE Settings,CLIP STUDIO TABMATE Settings
415/1/21#0,Tool Rotation Settings ,Tool Rotation Settings 
415/1/22#0,Scan for Tabmate 2,Scan for Tabmate 2
415/1/23#0,Command Bar Settings,Command Bar Settings
415/1/24#0,Layout Settings,Layout Settings
415/1/25#0,Palette Bar Settings,Palette Bar Settings
415/1/26#0,Edit Bar Settings,Edit Bar Settings
415/1/27#0,Pen Pressure Settings,Pen Pressure Settings
415/1/28#0,Reset pen pressure sensitivity adjustment,Reset pen pressure sensitivity adjustment
415/1/29#0,Automatically switching operation between pen and touching,Automatically switching operation between pen and touching
415/1/30#0,Draw using a pen,Draw using a pen
415/1/31#0,Touch to operate with a finger,Touch to operate with a finger
415/1/32#0,Use different tools with fingers and pen,Use different tools with fingers and pen
415/1/33#0,Touch gesture settings,Touch gesture settings
415/1/34#0,Register License,Register License
415/1/35#0,Check License,Check License
415/1/36#0,Return to Home,Return to Home
415/1/37#0,Manage fonts,Manage fonts
415/1/38#0,Privacy Settings,Privacy Settings
415/1/41#0,Close window,Close window
415/1/43#0,File operation/Share,File operation/Share
415/1/44#0,Quick Share,Quick Share
415/1/46#0,Save as,Save as
415/1/47#0,Save in .clip (CLIP STUDIO FORMAT),Save in .clip (CLIP STUDIO FORMAT)
415/1/48#0,Optimize in .lip (CLIP STUDIO PAINT) and save,Optimize in .lip (CLIP STUDIO PAINT) and save
415/1/49#0,Save in .bmp (BMP),Save in .bmp (BMP)
415/1/50#0,Save in .jpg (JPEG),Save in .jpg (JPEG)
415/1/51#0,Save in .png (PNG),Save in .png (PNG)
415/1/52#0,Save in .psd (Photoshop),Save in .psd (Photoshop)
415/1/53#0,Save in .tif (TIFF),Save in .tif (TIFF)
415/1/54#0,Save in .tga (Targa),Save in .tga (Targa)
415/1/55#0,Save as .webp (WebP),Save as .webp (WebP)
415/1/56#0,Save in .^1%s (^0%s),Save in .^1%s (^0%s)
415/1/57#0,Export in .bmp (BMP),Export in .bmp (BMP)
415/1/58#0,Export in .jpg (JPEG),Export in .jpg (JPEG)
415/1/59#0,Export in .png (PNG),Export in .png (PNG)
415/1/60#0,Export in .tif (TIFF),Export in .tif (TIFF)
415/1/61#0,Export in .tga (Targa),Export in .tga (Targa)
415/1/62#0,Export as .webp (WebP),Export as .webp (WebP)
415/1/63#0,Export in %s,Export in %s
415/1/64#0,Export to photo library,Export to photo library
415/1/65#0,Import image,Import image
415/1/66#0,Import pattern from image,Import pattern from image
415/1/67#0,Import 3D data,Import 3D data
415/1/68#0,Import vectors,Import vectors
415/1/69#0,Import audio,Import audio
415/1/70#0,Pose Scanner (image),Pose Scanner (image)
415/1/71#0,Pose Scanner (camera),Pose Scanner (camera)
415/1/72#0,Pose Scanner (photo library),Pose Scanner (photo library)
415/1/73#0,Pose Scanner (from storage),Pose Scanner (from storage)
415/1/74#0,Hand Scanner (image),Hand Scanner (image)
415/1/75#0,Hand Scanner (Camera),Hand Scanner (Camera)
415/1/76#0,Hand Scanner (photo library),Hand Scanner (photo library)
415/1/77#0,Hand Scanner (from storage),Hand Scanner (from storage)
415/1/78#0,Import 3D pose from Posemaniacs,Import 3D pose from Posemaniacs
415/1/79#0,Read Image from Scanner,Read Image from Scanner
415/1/80#0,Select Scan Device,Select Scan Device
415/1/82#0,Import from photo library,Import from photo library
415/1/83#0,Import from device storage,Import from device storage
415/1/84#0,Create New from Clipboard,Create New from Clipboard
415/1/85#0,Create new from app clipboard,Create new from app clipboard
415/1/86#0,Create new from photo library,Create new from photo library
415/1/87#0,Create new from device storage,Create new from device storage
415/1/88#0,Create new from movie,Create new from movie
415/1/90#0,Install material,Install material
415/1/91#0,Open CLIP STUDIO,Open CLIP STUDIO
415/1/92#0,Page settings,Page settings
415/1/94#0,Print Settings,Print Settings
415/1/95#0,Image sequence,Image sequence
415/1/96#0,Animated GIF,Animated GIF
415/1/97#0,Animated sticker (APNG),Animated sticker (APNG)
415/1/98#0,Animated WebP,Animated WebP
415/1/100#0,Export animation cels,Export animation cels
415/1/101#0,Export exposure sheet,Export exposure sheet
415/1/102#0,Import exposure sheet,Import exposure sheet
415/1/103#0,OpenToonz Scene File,OpenToonz Scene File
415/1/104#0,Export audio,Export audio
415/1/105#0,Export vectors,Export vectors
415/1/106#0,Export layer comp,Export layer comp
415/1/107#0,Record timelapse,Record timelapse
415/1/108#0,Export timelapse,Export timelapse
415/1/109#0,Export webtoon,Export webtoon
415/1/114#0,Copy vectors as SVG,Copy vectors as SVG
415/1/116#0,Paste to shown position,Paste to shown position
415/1/118#0,Delete Outside Selection,Delete Outside Selection
415/1/119#0,Smart Smoothing,Smart Smoothing
415/1/120#0,Remove tones from layer,Remove tones from layer
415/1/121#0,Change tones to grayscale,Change tones to grayscale
415/1/123#0,Advanced Fill,Advanced Fill
415/1/124#0,Colorize all,Colorize all
415/1/125#0,Use hint image and colorize,Use hint image and colorize
415/1/126#0,Use more advanced settings,Use more advanced settings
415/1/127#0,Convert to drawing color,Convert to drawing color
415/1/128#0,Outline Selection,Outline Selection
415/1/129#0,Convert brightness to opacity,Convert brightness to opacity
415/1/130#0,Shading Assist,Shading Assist
415/1/131#0,Register Image Material,Register Image Material
415/1/132#0,Register layer as template material,Register layer as template material
415/1/133#0,Register animation material,Register animation material
415/1/134#0,Get filters,Get filters
415/1/138#0,Reverse Gradient,Reverse Gradient
415/1/139#0,Level Correction,Level Correction
415/1/140#0,Tone Curve,Tone Curve
415/1/141#0,Color balance,Color balance
415/1/143#0,Gradient map,Gradient map
415/1/144#0,Color Match,Color Match
415/1/146#0,Lens Blur,Lens Blur
415/1/150#0,Free Transform,Free Transform
415/1/154#0,Flip Horizontal,Flip Horizontal
415/1/155#0,Flip Vertical,Flip Vertical
415/1/156#0,Mesh Transformation,Mesh Transformation
415/1/157#0,Puppet warp,Puppet warp
415/1/158#0,Fix transformation,Fix transformation
415/1/159#0,Cancel transformation,Cancel transformation
415/1/160#0,Extend canvas,Extend canvas
415/1/161#0,Crop canvas,Crop canvas
415/1/162#0,Align top edges,Align top edges
415/1/163#0,Align bottom edges,Align bottom edges
415/1/164#0,Align left edges,Align left edges
415/1/165#0,Align right edges,Align right edges
415/1/166#0,Align vertical centers,Align vertical centers
415/1/167#0,Align horizontal centers,Align horizontal centers
415/1/168#0,Distribute top edges,Distribute top edges
415/1/169#0,Distribute bottom edges,Distribute bottom edges
415/1/170#0,Distribute left edges,Distribute left edges
415/1/171#0,Distribute right edges,Distribute right edges
415/1/172#0,Distribute vertical centers,Distribute vertical centers
415/1/173#0,Distribute horizontal centers,Distribute horizontal centers
415/1/174#0,Distribute vertical spacing,Distribute vertical spacing
415/1/175#0,Distribute horizontal spacing,Distribute horizontal spacing
415/1/176#0,Use the alignment object as the base for alignment/distribution,Use the alignment object as the base for alignment/distribution
415/1/177#0,Use the canvas as the base for alignment/distribution,Use the canvas as the base for alignment/distribution
415/1/178#0,Use the selection area as the base for alignment/distribution,Use the selection area as the base for alignment/distribution
415/1/179#0,Use the guide as the base for alignment/distribution,Use the guide as the base for alignment/distribution
415/1/180#0,Automatically determine alignment/distribution base,Automatically determine alignment/distribution base
415/1/181#0,Align to text pixels,Align to text pixels
415/1/182#0,Align to vector paths,Align to vector paths
415/1/183#0,Canvas Properties,Canvas Properties
415/1/184#0,Quick Filter (layer),Quick Filter (layer)
415/1/185#0,Quick Filter (overall),Quick Filter (overall)
415/1/186#0,Quick Effect (layer),Quick Effect (layer)
415/1/187#0,Quick Effect (overall),Quick Effect (overall)
415/1/188#0,Clear history,Clear history
415/1/189#0,Clear work time,Clear work time
415/1/190#0,Cut and paste,Cut and paste
415/1/191#0,Copy and paste,Copy and paste
415/1/192#0,Pick screen color,Pick screen color
415/1/193#0,Hide windows and pick screen color,Hide windows and pick screen color
415/1/194#0,Change Canvas Size,Change Canvas Size
415/1/196#0,Change Image Resolution,Change Image Resolution
415/1/197#0,Rotate Canvas by 90 Degrees Clockwise,Rotate Canvas by 90 Degrees Clockwise
415/1/198#0,Rotate Canvas by 180 Degrees,Rotate Canvas by 180 Degrees
415/1/199#0,Rotate Canvas by 90 Degrees Counterclockwise,Rotate Canvas by 90 Degrees Counterclockwise
415/1/200#0,Flip canvas horizontally,Flip canvas horizontally
415/1/201#0,Flip canvas vertically,Flip canvas vertically
415/1/202#0,Change Color Profile,Change Color Profile
415/1/203#0,First Page,First Page
415/1/204#0,Previous Page,Previous Page
415/1/205#0,Next Page,Next Page
415/1/206#0,Last Page,Last Page
415/1/207#0,Specific Page,Specific Page
415/1/208#0,Add Page,Add Page
415/1/209#0,Add Page (Advanced),Add Page (Advanced)
415/1/210#0,Import pages,Import pages
415/1/211#0,Replace page,Replace page
415/1/212#0,Duplicate Page,Duplicate Page
415/1/213#0,Delete Page,Delete Page
415/1/214#0,Sort page file names,Sort page file names
415/1/215#0,Combine Pages,Combine Pages
415/1/216#0,Split Pages,Split Pages
415/1/217#0,Story information of page,Story information of page
415/1/218#0,Change basic work information,Change basic work information
415/1/219#0,Change page settings,Change page settings
415/1/220#0,Change project settings,Change project settings
415/1/221#0,Page Manager,Page Manager
415/1/222#0,Page Manager with tab,Page Manager with tab
415/1/223#0,Page Manager left,Page Manager left
415/1/224#0,Page Manager right,Page Manager right
415/1/225#0,Page Manager up,Page Manager up
415/1/226#0,Page Manager down,Page Manager down
415/1/227#0,Auto-scroll in Page Manager window,Auto-scroll in Page Manager window
415/1/228#0,Reorder pages by dragging,Reorder pages by dragging
415/1/229#0,Reorder pages using Ctrl + Drag,Reorder pages using Ctrl + Drag
415/1/230#0,Reorder pages using Command + Drag,Reorder pages using Command + Drag
415/1/231#0,Arrange the Page Manager in page-by-page format,Arrange the Page Manager in page-by-page format
415/1/232#0,Arrange the Page Manager in webtoon format,Arrange the Page Manager in webtoon format
415/1/233#0,Make webtoon reading direction right-to-left,Make webtoon reading direction right-to-left
415/1/234#0,Make webtoon reading direction left-to-right,Make webtoon reading direction left-to-right
415/1/235#0,Batch process,Batch process
415/1/236#0,Batch import,Batch import
415/1/237#0,Batch export,Batch export
415/1/238#0,Continuous Scan,Continuous Scan
415/1/239#0,Apply layer comps,Apply layer comps
415/1/240#0,Open page,Open page
415/1/241#0,Open page with new tab,Open page with new tab
415/1/242#0,Update work folder,Update work folder
415/1/243#0,Reflect change on group work data,Reflect change on group work data
415/1/244#0,Assign member,Assign member
415/1/245#0,Unassign member,Unassign member
415/1/246#0,Discard changes to work folder,Discard changes to work folder
415/1/247#0,Open conflicting file,Open conflicting file
415/1/248#0,Resolve conflict,Resolve conflict
415/1/249#0,Show shared log,Show shared log
415/1/250#0,Show member's comment,Show member's comment
415/1/251#0,Show group work settings,Show group work settings
415/1/252#0,Prepare group work data,Prepare group work data
415/1/253#0,Obtain group work data,Obtain group work data
415/1/254#0,Open story editor,Open story editor
415/1/255#0,New text,New text
415/1/256#0,Delete text,Delete text
415/1/257#0,Apply Tool Settings to text,Apply Tool Settings to text
415/1/258#0,Find and Replace,Find and Replace
415/1/259#0,3D Preview for Binding,3D Preview for Binding
415/1/260#0,Export fanzine printing data,Export fanzine printing data
415/1/261#0,Open exporting destination of fanzine printing data,Open exporting destination of fanzine printing data
415/1/262#0,Show binding list,Show binding list
415/1/263#0,Print file name settings,Print file name settings
415/1/264#0,Allow cover pages to be moved,Allow cover pages to be moved
415/1/266#0,New animation folder,New animation folder
415/1/267#0,New 2D camera folder,New 2D camera folder
415/1/268#0,New audio layer,New audio layer
415/1/269#0,New animation cel,New animation cel
415/1/270#0,Add keyframe,Add keyframe
415/1/271#0,Switch keyframe to hold interpolation,Switch keyframe to hold interpolation
415/1/272#0,Switch keyframe to linear interpolation,Switch keyframe to linear interpolation
415/1/273#0,Switch keyframe to smooth interpolation,Switch keyframe to smooth interpolation
415/1/274#0,Assign cel to frame,Assign cel to frame
415/1/275#0,Assign multiple cels,Assign multiple cels
415/1/276#0,Create all supported cels,Create all supported cels
