key,source,target
58/1/918#0,Adjust the distance (from the camera) until the thickest part of the fog.,Adjust the distance (from the camera) until the thickest part of the fog.
58/1/919#0,Set whether the fog appears from above or below,Set whether the fog appears from above or below
58/1/920#0,Save 3D primitive to Material palette,Save 3D primitive to Material palette
58/1/921#0,Set the number and appearance of sub-divisions for the 3D primitive,Set the number and appearance of sub-divisions for the 3D primitive
58/1/922#0,"Set the number of divisions of the 3D primitive.
For the cylinder and pyramid, you can set the number of faces for the initial parameters.","Set the number of divisions of the 3D primitive.
For the cylinder and pyramid, you can set the number of faces for the initial parameters."
58/1/923#0,"This setting can only be used with billboards or polygons. When turned on, the primitive rotates to face the camera according to the rotation of the camera. 
When set to Horizontal Only, the primitive rotates only in the horizontal direction according to the camera position so that it faces forward.
","This setting can only be used with billboards or polygons. When turned on, the primitive rotates to face the camera according to the rotation of the camera. 
When set to Horizontal Only, the primitive rotates only in the horizontal direction according to the camera position so that it faces forward.
"
58/1/924#0,"Select whether to display the lines dividing the shape.
When the divisions are dividing a flat plane, the lines will appear as a grid.","Select whether to display the lines dividing the shape.
When the divisions are dividing a flat plane, the lines will appear as a grid."
58/1/925#0,Set the color of the 3D primitive.,Set the color of the 3D primitive.
58/1/926#0,"Add a texture to the 3D primitive.
You can use Map > Export to save an image file of the map.","Add a texture to the 3D primitive.
You can use Map > Export to save an image file of the map."
58/1/927#0,Specify a normal map texture for the 3D primitive.,Specify a normal map texture for the 3D primitive.
58/1/928#0,"Change the repetition method when the texture is tiled. When set to Repeat, the texture will repeat in the same orientation. When set to Reverse, it will be flipped horizontally and vertically for each repetition.","Change the repetition method when the texture is tiled. When set to Repeat, the texture will repeat in the same orientation. When set to Reverse, it will be flipped horizontally and vertically for each repetition."
