source,target
Delete selection from layer,Удалить выделение из слоя
Select layer area from selection,Выделить область слоя из выделения
Lock transparent pixels on layer,Заблокировать прозрачные пиксели на слое
Lock image pixel in layer,Заблокировать пиксели изображения на слое
Lock layer position,Заблокировать положение слоя
Show border of selected area,Показывать границу выделенной области
Execute/Cancel quick mask,Выполнить/Отменить быструю маску
Show Ruler Bar,Показывать панель линейки
Show scroll bar,Показывать полосу прокрутки
Show selection launcher,Показывать панель запуска выделения
Display transform launcher,Отображать панель запуска трансформации
Display text launcher,Отображать панель запуска текста
Display Object Launcher,Отображать панель запуска объектов
Color profile preview settings,Настройки просмотра цветового профиля
Preview color profile,Просмотр цветового профиля
Apply previewed profile,Применить просматриваемый профиль
Apply tone curve for preview,Применить тоновую кривую для просмотра
Apply level correction to preview,Применить коррекцию уровней для просмотра
Draw,Рисование
Display Quick Access Palette,Отображать палитру «Быстрый доступ»
Show tool palette,Показывать палитру инструментов
Show Tool Group palette,Показывать палитру «Группа инструментов»
Show Tool Settings palette,Показывать палитру «Настройки инструмента»
Show Tool Sliders palette,Показывать палитру «Ползунки инструмента»
Show brush size palette,Показывать палитру размера кисти
Show Advanced Tool Settings palette,Показывать палитру «Дополнительные настройки инструмента»
Show Edit Bar,Показывать панель редактирования
Show color wheel palette,Показывать палитру цветового круга
Show color slider palette,Показывать палитру ползунков цвета
Show color set palette,Показывать палитру набора цветов
Show layer palette,Показывать палитру слоёв
Show layer search palette,Показывать палитру поиска слоёв
Show animation cel palette,Показывать палитру ячеек анимации
Show Layer Properties palette,Показывать палитру «Свойства слоя»
Show Layer Comps Palette,Показывать палитру «Композиции слоёв»
Show timeline palette,Показывать палитру шкалы времени
Show all-side view palette,Показывать палитру вида со всех сторон
Show navigator palette,Показывать палитру навигатора
Show information palette,Показывать палитру сведений
Show item bank palette,Показывать палитру банка элементов
Show history palette,Показывать палитру истории
Show sub view palette,Показывать палитру вспомогательного вида
Show intermediate color palette,Показывать палитру промежуточного цвета
Show approximate color palette,Показывать палитру приблизительного цвета
Show auto action palette,Показывать палитру автоопераций
Show color history palette,Показывать палитру истории цветов
Show Color Mixing Palette,Показывать палитру смешивания цветов
Show Align/Distribute palette,Показывать палитру «Выровнять/Распределить»
Show/Hide all palette,Показать/скрыть все палитры
Show/hide title bar and menu bar,Показать/скрыть заголовок окна и строку меню
Show/Hide Title Bar,Показать/скрыть заголовок окна
Show/hide menu bar,Показать/скрыть строку меню
Show %s palette,Показывать палитру %s
Pop up Quick Access palette,Всплывающая палитра «Быстрый доступ»
Pop up Tool palette,Всплывающая палитра инструментов
Pop up Tool Group palette,Всплывающая палитра «Группа инструментов»
Pop up Tool Settings palette,Всплывающая палитра «Настройки инструмента»
Pop up Tool Sliders palette,Всплывающая палитра «Ползунки инструмента»
Pop up Brush size palette,Всплывающая палитра размера кисти
Pop up Advanced Tool Settings palette,Всплывающая палитра «Дополнительные настройки инструмента»
Pop-up Edit Bar,Всплывающая панель редактирования
Pop up Color Wheel palette,Всплывающая палитра цветового круга
Pop up Color Slider palette,Всплывающая палитра ползунков цвета
Pop up Color Set palette,Всплывающая палитра набора цветов
Pop up Layer palette,Всплывающая палитра слоёв
Pop up Search Layer palette,Всплывающая палитра поиска слоёв
Pop up Animation cels palette,Всплывающая палитра ячеек анимации
Pop up Layer Properties palette,Всплывающая палитра «Свойства слоя»
Pop up Layer Comps palette,Всплывающая палитра «Композиции слоёв»
Pop up Timeline palette,Всплывающая палитра шкалы времени
Pop up All sides view palette,Всплывающая палитра вида со всех сторон
Pop up Navigator palette,Всплывающая палитра навигатора
Pop up Information palette,Всплывающая палитра сведений
Pop up Item bank palette,Всплывающая палитра банка элементов
Pop up History palette,Всплывающая палитра истории
Pop up Sub View palette,Всплывающая палитра вспомогательного вида
Pop up Intermediate Color palette,Всплывающая палитра промежуточного цвета
Pop up Approximate Color palette,Всплывающая палитра приблизительного цвета
Pop up Auto Action palette,Всплывающая палитра автоопераций
Pop up Color History palette,Всплывающая палитра истории цветов
Pop up Color Mixing palette,Всплывающая палитра смешивания цветов
Pop up Align/Distribute palette,Всплывающая палитра «Выровнять/Распределить»
%sPop up palette,%sВсплывающая палитра
CLIP STUDIO PAINT support,Поддержка CLIP STUDIO PAINT
Replay “Getting Started”,Воспроизвести «Начало работы»
See New Features/Release Notes,Посмотреть новые функции/примечания к выпуску
Graphics performance check,Проверка производительности графики
Show chatbot,Показать чат-бот
View FAQ,Просмотреть часто задаваемые вопросы
Display application menu,Отображать меню приложения
"%s will reset to their original defaults.
- Registered buttons will be deleted.
- Button positions will reset to their original defaults. 
- Image files and background colors set up for icons will be retained even after deletion.
 Would you like to proceed?",
"Quick Access will be reset to its original defaults.
- Registered sets and buttons will be deleted.
- Button positions will be reset to their original defaults. 
- Image files and background colors set up for icons will be retained even after deletion.
- The display mode for sets and buttons will not be changed. 
 Would you like to proceed?",
Closed selection,Замкнутое выделение
Unit curve,Единичная кривая
Simple rectangle,Простой прямоугольник
Create balloon,Создать облачко
Create text,Создать текст
Create special ruler,Создать специальную линейку
Create a symmetrical ruler,Создать симметричную линейку
Dust selection,Выделение пыли
Dot pen,Точечное перо
Tool Settings palette,Палитра «Настройки инструмента»
Reduce brush size,Уменьшить размер кисти
Increase brush size,Увеличить размер кисти
Toggle linking pen pressure to brush size,Переключить связь нажима пера с размером кисти
Toggle linking tilt to brush size,Переключить связь наклона с размером кисти
Toggle “specify by size on screen”,Переключить «задавать по размеру на экране»
Reduce opacity,Уменьшить непрозрачность
Increase opacity,Увеличить непрозрачность
Set opacity to 10%,Задать непрозрачность 10%
Set opacity to 20%,Задать непрозрачность 20%
Set opacity to 30%,Задать непрозрачность 30%
Set opacity to 40%,Задать непрозрачность 40%
Set opacity to 50%,Задать непрозрачность 50%
Set opacity to 60%,Задать непрозрачность 60%
Set opacity to 70%,Задать непрозрачность 70%
Set opacity to 80%,Задать непрозрачность 80%
Set opacity to 90%,Задать непрозрачность 90%
Set opacity to 100%,Задать непрозрачность 100%
Toggle linking pen pressure to opacity,Переключить связь нажима пера с непрозрачностью
Change blending mode to Normal,Изменить режим наложения на «Нормальный»
Change blending mode to Darken,Изменить режим наложения на «Затемнение»
Change blending mode to Multiply,Изменить режим наложения на «Умножение»
Change blending mode to Color burn,Изменить режим наложения на «Затемнение основы»
Change blending mode to Linear burn,Изменить режим наложения на «Линейное затемнение»
Change blending mode to Black burn,Изменить режим наложения на «Чёрное затемнение»
Change blending mode to Subtract,Изменить режим наложения на «Вычитание»
Change blending mode to Lighten,Изменить режим наложения на «Замена светлым»
Change blending mode to Screen,Изменить режим наложения на «Экран»
Change blending mode to Color dodge,Изменить режим наложения на «Осветление основы»
Change blending mode to Glow dodge,Изменить режим наложения на «Осветление свечением»
Change blending mode to White burn,Изменить режим наложения на «Белое осветление»
Change blending mode to Add,Изменить режим наложения на «Добавление»
Change blending mode to Add (Glow),Изменить режим наложения на «Добавление (свечение)»
Change blending mode to Overlay,Изменить режим наложения на «Перекрытие»
Change blending mode to Soft light,Изменить режим наложения на «Мягкий свет»
Change blending mode to Hard light,Изменить режим наложения на «Жёсткий свет»
Change blending mode to Difference,Изменить режим наложения на «Разница»
Change blending mode to Erase,Изменить режим наложения на «Стирание»
Change blending mode to Background,Изменить режим наложения на «Фон»
Change blending mode to Replace alpha,Изменить режим наложения на «Замена альфа-канала»
Change blending mode to Compare density,Изменить режим наложения на «Сравнение плотности»
Change blending mode to Erase (compare),Изменить режим наложения на «Стирание (сравнение)»
Change blending mode to Vivid light,Изменить режим наложения на «Яркий свет»
Change blending mode to Linear light,Изменить режим наложения на «Линейный свет»
Change blending mode to Pin light,Изменить режим наложения на «Точечный свет»
Change blending mode to Hard mix,Изменить режим наложения на «Жёсткое смешение»
Change blending mode to Exclusion,Изменить режим наложения на «Исключение»
Change blending mode to Darker color,Изменить режим наложения на «Темнее»
Change blending mode to Lighter color,Изменить режим наложения на «Светлее»
Change blending mode to Divide,Изменить режим наложения на «Деление»
Change blending mode to Hue,Изменить режим наложения на «Цветовой тон»
Change blending mode to Saturation,Изменить режим наложения на «Насыщенность»
Change blending mode to Color,Изменить режим наложения на «Цвет»
Change blending mode to Luminance,Изменить режим наложения на «Яркость»
Toggle color mixing,Переключить смешивание цветов
Decrease Amount of Paint,Уменьшить количество краски
Increase Amount of Paint,Увеличить количество краски
Decrease Density of Paint,Уменьшить плотность краски
Increase Density of Paint,Увеличить плотность краски
Decrease Color Stretch,Уменьшить растяжение цвета
Increase Color Stretch,Увеличить растяжение цвета
Toggle changing brush tip color,Переключить изменение цвета кончика кисти
Toggle randomization per stroke,Переключить рандомизацию для каждого штриха
Toggle sharp angles,Переключить острые углы
Reduce stabilizer,Уменьшить стабилизацию
Increase stabilizer,Увеличить стабилизацию
Toggle “Adjust by speed”,Переключить «настройка по скорости»
On/Off of post correction,Вкл./Выкл. последующей коррекции
Reduce post correction,Уменьшить последующую коррекцию
Increase post correction,Увеличить последующую коррекцию
Toggle snapping,Переключить привязку
ON/OFF of Vector Magnet,Вкл./Выкл. векторного магнита
Decrease Vector Magnet,Уменьшить векторный магнит
Increase Vector Magnet,Увеличить векторный магнит
Set anti-aliasing none,Задать сглаживание «нет»
Set anti-aliasing weak,Задать сглаживание «слабое»
Set anti-aliasing middle,Задать сглаживание «среднее»
Set anti-aliasing strong,Задать сглаживание «сильное»
On/Off of anti-aliasing,Вкл./Выкл. сглаживания
Toggle linking pen pressure to brush density,Переключить связь нажима пера с плотностью кисти
Reduce hardness,Уменьшить жёсткость
Increase hardness,Увеличить жёсткость
Decrease Thickness,Уменьшить толщину
Increase Thickness,Увеличить толщину
Rotate Clockwise,Повернуть по часовой стрелке
Rotate Counterclockwise,Повернуть против часовой стрелки
Toggle flip horizontal,Переключить отражение по горизонтали
Toggle flip vertical,Переключить отражение по вертикали
Toggle spraying effect,Переключить эффект распыления
Reduce particle size,Уменьшить размер частиц
Increase particle size,Увеличить размер частиц
Reduce particle density,Уменьшить плотность частиц
Increase particle density,Увеличить плотность частиц
Reduce gap,Уменьшить промежуток
Increase gap,Увеличить промежуток
Toggle continuous spraying,Переключить непрерывное распыление
Reduce brush density,Уменьшить плотность кисти
Increase brush density,Увеличить плотность кисти
Set Brush Density to 10%,Задать плотность кисти 10%
Set Brush Density to 20%,Задать плотность кисти 20%
Set Brush Density to 30%,Задать плотность кисти 30%
Set Brush Density to 40%,Задать плотность кисти 40%
Set Brush Density to 50%,Задать плотность кисти 50%
Set Brush Density to 60%,Задать плотность кисти 60%
Set Brush Density to 70%,Задать плотность кисти 70%
Set Brush Density to 80%,Задать плотность кисти 80%
Set Brush Density to 90%,Задать плотность кисти 90%
Set Brush Density to 100%,Задать плотность кисти 100%
2 - Reduce brush size,2 - Уменьшить размер кисти
2 - Increase brush size,2 - Увеличить размер кисти
2 - Toggle linking pen pressure to brush size,2 - Переключить связь нажима пера с размером кисти
2 - Reduce brush density,2 - Уменьшить плотность кисти
2 - Increase brush density,2 - Увеличить плотность кисти
2 - Toggle linking pen pressure to brush density,2 - Переключить связь нажима пера с плотностью кисти
2 - Reduce hardness,2 - Уменьшить жёсткость
2 - Increase hardness,2 - Увеличить жёсткость
2 - Reduce particle size,2 - Уменьшить размер частиц
2 - Increase particle size,2 - Увеличить размер частиц
2 - Reduce particle density,2 - Уменьшить плотность частиц
2 - Increase particle density,2 - Увеличить плотность частиц
Toggle watercolor edge,Переключить акварельный край
On/Off of erase vector,Вкл./Выкл. стирания вектора
Set erase vector at touched part,Задать стирание вектора в точке касания
Set erase vector up to intersection,Задать стирание вектора до пересечения
Set erase vector for whole line,Задать стирание вектора для всей линии
Toggle refer all layers,Переключить ссылку на все слои
Toggle erase on all layers,Переключить стирание на всех слоях
On/Off of allocating starting and ending to brush size,Вкл./Выкл. распределения начала и конца по размеру кисти
On/Off of allocating starting and ending to brush density,Вкл./Выкл. распределения начала и конца по плотности кисти
On/Off of starting,Вкл./Выкл. начала
On/Off of ending,Вкл./Выкл. конца
Toggle whether crossing lines of reference layer,Переключить пересечение линий эталонного слоя
Toggle refer multiple,Переключить ссылку на несколько слоёв
Set Refer multiple to “all layers”,Задать ссылку на несколько слоёв «все слои»
Set Refer multiple to “reference layers”,Задать ссылку на несколько слоёв «эталонные слои»
Set Refer multiple to “selected layers”,Задать ссылку на несколько слоёв «выбранные слои»
Set Refer multiple to “layers in folder”,Задать ссылку на несколько слоёв «слои в папке»
Toggle “exclude draft layers from reference”,Переключить «исключить черновые слои из ссылки»
Toggle “exclude text from reference”,Переключить «исключить текст из ссылки»
Toggle “exclude editing layer”,Переключить «исключить редактируемый слой»
Toggle “exclude paper layer from reference”,Переключить «исключить слой бумаги из ссылки»
Toggle “exclude locked layers from reference”,Переключить «исключить заблокированные слои из ссылки»
Toggle fill up to vector path,Переключить заливку до векторного пути
Set reference to editing layer,Задать ссылку на редактируемый слой
Set reference to highest layer,Задать ссылку на верхний слой
Set reference to image on canvas,Задать ссылку на изображение на холсте
Toggle “exclude draft layers from selection”,Переключить «исключить черновые слои из выделения»
Toggle “select text from reference”,Переключить «выделять текст из ссылки»
Toggle “exclude locked layers from selection”,Переключить «исключить заблокированные слои из выделения»
Toggle “exclude fill layers”,Переключить «исключить слои заливки»
Operation (Object),Операция (объект)
Toggle “Switch to a different layer”,Переключить «переключиться на другой слой»
Toggle select area by dragging,Переключить выделение области перетаскиванием
Toggle selecting folders,Переключить выбор папок
Operation (3D),Операция (3D)
Only show “Move” manipulator,Показывать только манипулятор «Переместить»
Only show “Rotate” manipulator,Показывать только манипулятор «Повернуть»
Only show “Scale” manipulator,Показывать только манипулятор «Масштабировать»
Show all manipulators,Показывать все манипуляторы
Select Move control points,Выбрать «Переместить контрольные точки»
Select Add control point,Выбрать «Добавить контрольную точку»
Select Delete control point,Выбрать «Удалить контрольную точку»
Select corner type,Выбрать тип угла
Select line width correction,Выбрать коррекцию ширины линии
Select Correct density,Выбрать «Корректировать плотность»
Select “Split line”,Выбрать «Разделить линию»
"Set mode to ""New selection""",Задать режим «Новое выделение»
"Set mode to ""Add to selection""",Задать режим «Добавить к выделению»
"Set mode to ""Remove from selection""",Задать режим «Удалить из выделения»
"Set mode to ""Select from selection""",Задать режим «Выбрать из выделения»
On/Off of specifying aspect,Вкл./Выкл. указания соотношения сторон
On/Off of starting from center,Вкл./Выкл. начала из центра
On/Off of rotating after fixed,Вкл./Выкл. поворота после фиксации
Toggle connected pixels only,Переключить только соединённые пиксели
On/Off of closing gap,Вкл./Выкл. закрытия промежутка
Reduce value of gaps to close,Уменьшить значение закрываемых промежутков
Increase value of gaps to close,Увеличить значение закрываемых промежутков
Reduce color margin,Уменьшить цветовой допуск
Increase color margin,Увеличить цветовой допуск
On/Off of scaling area,Вкл./Выкл. масштабирования области
Reduce pinch level,Уменьшить уровень сжатия
Increase pinch level,Увеличить уровень сжатия
Reduce effect area,Уменьшить область эффекта
Increase effect area,Увеличить область эффекта
Tool settings,Настройки инструмента
60,60
"You cannot use this while the tutorial is open.
Please exit the tutorial and try again.",
"New design optimized for smartphones
Essential features for drawing and painting",
You can switch between two modes,Вы можете переключаться между двумя режимами
"Switch to the previous UI
(Studio Mode) as needed",
"All the original tools
Studio Mode",
"Intuitive and easy to use
Simple Mode",
How to switch modes,Как переключать режимы
"You can switch mode from “Switch to Studio Mode”
 in the menu at the top right of the screen",
"You can switch mode from “Switch to Simple Mode”
 in the menu at the top left of the screen",
Do you want to stop editing and discard any changes?,Хотите прекратить редактирование и отменить все изменения?
This operation cannot be undone.,Эту операцию нельзя отменить.
Object settings,Настройки объекта
Camera details,Сведения о камере
Change pose,Изменить позу
Height (cm),Рост (см)
Apply angle preset,Применить набор настроек угла
Change head model,Изменить модель головы
Adjust features,Настроить черты
Pose materials,Материалы поз
Body shape material,Материал формы тела
Angle presets,Наборы настроек угла
Eyes,Глаза
Brows,Брови
Nose,Нос
Mouth,Рот
Ears,Уши
Size (W),Размер (Ш)
Size (H),Размер (В)
Protrusion,Выступ
Nose tip tilt,Наклон кончика носа
Nose bridge depth,Глубина переносицы
Fullness,Полнота
Flare,Расширение
Side tilt,Боковой наклон
Apply perspective to a 3D drawing figure,Применение перспективы к 3D-фигуре для рисования
Perspective and angle of a 3D drawing figure,Перспектива и угол 3D-фигуры для рисования
"You can apply perspective to a 3D drawing figure for a sense of distance, as well as change the camera angle. Learn how to use these features for more dynamic poses.","Вы можете применить перспективу к 3D-фигуре для рисования, чтобы создать ощущение глубины, а также изменить угол камеры. Узнайте, как использовать эти возможности для более динамичных поз."
Tap “Edit 3D layer”,Коснитесь «Редактировать 3D-слой»
"When you select a 3D layer in the Layer palette, an Edit button will appear at the top center of the screen. ","Когда вы выбираете 3D-слой в палитре слоёв, в верхней центральной части экрана появляется кнопка «Редактировать». "
Tap and choose “Camera details”,Коснитесь и выберите «Параметры камеры»
Use the Camera details tab to change the perspective or angle.,"Используйте вкладку «Параметры камеры», чтобы изменить перспективу или угол."
Drag the slider to adjust the perspective,"Перетащите ползунок, чтобы настроить перспективу"
"Let’s change the perspective value. When the value is higher, the 3D drawing figure will have stronger perspective.","Давайте изменим значение перспективы. Чем выше значение, тем сильнее перспектива у 3D-фигуры для рисования."
Tap “Apply angle preset” to see a list of angle presets,"Коснитесь «Применить набор настроек угла», чтобы открыть список наборов настроек угла"
Try tapping the preset thumbnails to change the angle of the 3D drawing figure.,"Попробуйте касаться миниатюр наборов настроек, чтобы изменить угол 3D-фигуры для рисования."
Tap to select an angle preset,"Коснитесь, чтобы выбрать набор настроек угла"
Tap to switch to the angle in the thumbnail.,"Коснитесь, чтобы переключиться на угол с миниатюры."
Tap OK to confirm the 3D drawing figure,"Коснитесь «OK», чтобы подтвердить 3D-фигуру для рисования"
"Once you have decided on the pose and body type you want to draw, tap OK to confirm. Try out various poses and body types using the 3D drawing figure.","Когда вы определились с позой и типом телосложения для рисования, коснитесь «OK» для подтверждения. Попробуйте разные позы и типы телосложения с помощью 3D-фигуры для рисования."
Use 3D drawing figures for drafts,Использование 3D-фигур для рисования при создании черновиков
Basic 3D operations,Основные операции с 3D
Use a 3D drawing figure to help decide on the pose and composition. First we’ll place a drawing figure on the canvas and decide on the camera angle.,"Используйте 3D-фигуру для рисования, чтобы определиться с позой и композицией. Сначала разместим фигуру для рисования на холсте и определимся с углом камеры."
Tap to open the Material palette,"Коснитесь, чтобы открыть палитру материалов"
You can find 3D drawing figures inside the Material palette.,3D-фигуры для рисования можно найти в палитре материалов.
Tap the “3D drawing figure” category,Коснитесь категории «3D-фигура для рисования»
Select “3D drawing figure” from the material categories.,Выберите «3D-фигура для рисования» из категорий материалов.
Tap a material to add it to the canvas,"Коснитесь материала, чтобы добавить его на холст"
This category contains body shapes for 3D drawing figures as well as pose materials.,"Эта категория содержит формы тела для 3D-фигур для рисования, а также материалы поз."
"Select the camera icon and move the camera around.
Adjust the orientation and position of the 3D drawing figure.
・Swipe with one finger to rotate the camera
・Swipe with two fingers to move the camera in parallel
・Pinch with two fingers to move the camera forward and backward",
Tap the square icon on the tool bar to change to canvas navigation,"Коснитесь квадратного значка на панели инструментов, чтобы перейти к навигации по холсту"
You can tap the square icon on the tool bar to move or zoom on the canvas.,"Вы можете коснуться квадратного значка на панели инструментов, чтобы перемещать холст или менять масштаб."
Tap the sun icon on the tool bar to edit the light source,"Коснитесь значка солнца на панели инструментов, чтобы редактировать источник света"
"You can change the direction of the light source with a one-finger swipe. 
The blue arrow below the slider indicates the direction of the light source. The slider adjusts the light source's intensity.",
Tap OK to confirm,Коснитесь «OK» для подтверждения
"Once you have decided on the composition you want to draw, confirm with “OK”. Try out various compositions using the 3D drawing figure.","Когда вы определились с композицией для рисования, подтвердите её, нажав «OK». Попробуйте разные композиции с помощью 3D-фигуры для рисования."
Customize the pose and body shape of a 3D drawing figure,Настройка позы и формы тела 3D-фигуры для рисования
Adjust 3D drawing figure,Настройка 3D-фигуры для рисования
"You can freely adjust the pose, body shape, and head-to-body ratio of a 3D drawing figure. Select a pose or body shape that you want to draw.","Вы можете свободно настраивать позу, форму тела и пропорции 3D-фигуры для рисования. Выберите позу или форму тела, которую хотите нарисовать."
Tap “Change the pose”,Коснитесь «Изменить позу»
You can change the 3D drawing figure pose from the properties in the bottom right. ,Вы можете изменить позу 3D-фигуры для рисования в свойствах в правом нижнем углу. 
Tap a pose material to apply it to the 3D drawing figure,"Коснитесь материала позы, чтобы применить его к 3D-фигуре для рисования"
Choose any pose you like.,"Выберите любую позу, которая вам нравится."
Change the body shape in detail,Подробная настройка формы тела
You can adjust the sex and body type from the settings in properties. Change the settings to match the character you want to draw.,"Вы можете настроить пол и тип телосложения в настройках в свойствах. Измените настройки, чтобы они соответствовали персонажу, которого вы хотите нарисовать."
"Once you have decided on the pose and body type you want to draw, tap “OK” to confirm. Try out various poses and body types using the 3D drawing figure.","Когда вы определились с позой и типом телосложения для рисования, коснитесь «OK» для подтверждения. Попробуйте разные позы и типы телосложения с помощью 3D-фигуры для рисования."
Filters,Фильтры
Adjust,Настроить
Warmth,Цветовая температура
Tint,Оттенок
Sharpness,Резкость
Brightness (hide),Яркость (скрыть)
Contrast (hide),Контрастность (скрыть)
Hue (hide),Цветовой тон (скрыть)
Saturation (hide),Насыщенность (скрыть)
Warmth (hide),Теплота (скрыть)
Tint (hide),Оттенок (скрыть)
Sharpness (hide),Резкость (скрыть)
Vivid,Яркий
Warm,Тёплый
Cool,Холодный
Lemonade,Лимонад
Aquamarine,Аквамариновый
Aurora,Сияние
Sepia,Сепия
Air Actions,Air Actions
This is a list of commands for Simple Mode.,Это список команд для простого режима.
Color Palette,Палитра цветов
Export image: Share,Экспорт изображения: Поделиться
Add from images,Добавить из изображений
Flip horizontal,Отразить по горизонтали
Share animation,Поделиться анимацией
Video length,Длительность видео
Exporting animation,Экспорт анимации
Failed to export animation.,Не удалось экспортировать анимацию.
Animation saved,Анимация сохранена
Failed to save animation.,Не удалось сохранить анимацию.
%d minutes %02d seconds,%d мин %02d с
Start drawing in Simple Mode,Начать рисовать в простом режиме
Temporarily change the screen layout,Временно изменить макет экрана
Learn about app features,Узнайте о возможностях приложения
Check out the tutorial to learn about useful features.,"Ознакомьтесь с обучением, чтобы узнать о полезных возможностях."
Tap to select a brush,"Коснитесь, чтобы выбрать кисть"
Open the brush list and see what brushes are available.,"Откройте список кистей и посмотрите, какие кисти доступны."
"Now choose a brush you like from the ""Pen"" group.","Теперь выберите кисть, которая вам нравится, из группы «Перо»."
Let's draw,Давайте рисовать
"Now try drawing a fish with the brush you selected. To redraw parts, use a two-finger tap to undo your last stroke.","Теперь попробуйте нарисовать рыбу выбранной кистью. Чтобы перерисовать части, коснитесь двумя пальцами для отмены последнего штриха."
Tap to select a layer,"Коснитесь, чтобы выбрать слой"
"Now it's time for color. To avoid filling over the lines, select the layer below the lines.","Теперь время для цвета. Чтобы не закрашивать поверх линий, выберите слой под линиями."
Tap to select a color,"Коснитесь, чтобы выбрать цвет"
Open the color palette and choose a color you want to draw with.,"Откройте палитру цветов и выберите цвет, которым хотите рисовать."
Select a color on the color wheel,Выберите цвет на цветовом круге
Now let’s choose a color from the color wheel.,Теперь давайте выберем цвет на цветовом круге.
Let's paint,Давайте закрашивать
"Paint the fish with your favorite brush and color.
You can change the brush size and opacity using the sliders at the bottom of the screen.

That's all for the basics!",
Save your project,Сохраните свой проект
"Save your work so you can continue drawing anytime.
You can save your work during the free trial period or by purchasing a plan.",
Check your plan/free trial,Проверьте свой план / бесплатный пробный период
Start free trial,Начать бесплатный пробный период
Start free trial (ended),Начать бесплатный пробный период (завершён)
View plans,Просмотреть планы
Continue without saving,Продолжить без сохранения
"Save your drawing when you want to take a break or want to draw something different, so you can come back and continue drawing at any time.","Сохраняйте свой рисунок, когда хотите сделать перерыв или нарисовать что-то другое, чтобы вы могли вернуться и продолжить рисование в любое время."
Discover other features,Откройте для себя другие возможности
"If you want a refresher on the basics or want to learn about other useful features like 3D drawing figures, check here.","Если вы хотите освежить знания об основах или узнать о других полезных возможностях, например о 3D-фигурах для рисования, загляните сюда."
Create a new canvas,Создать новый холст
This is the end of the tutorial. Create a new canvas from the menu and draw whatever you like!,"На этом обучение завершено. Создайте новый холст из меню и рисуйте всё, что захотите!"
Learn the basic features,Изучите основные возможности
"Welcome to Clip Studio Paint! 

Get to know the basic operations 
that are key to drawing",
Steps,Шаги
~ Minutes,~ минут
Canvas gestures,Жесты на холсте
One-finger long press,Долгое нажатие одним пальцем
Your canvas has been saved!,Ваш холст сохранён!
You can draw again after %s on the last day of the month.  ,Вы сможете снова рисовать после %s в последний день месяца.  
See you next time,До новых встреч
"Your free 30 hours of drawing for this month are over.
",
UTC 19:00,UTC 19:00
Share image,Поделиться изображением
Share timelapse,Поделиться таймлапсом
Flip Horizontal View,Отразить вид по горизонтали
See reference images,Посмотреть эталонные изображения
Close canvas,Закрыть холст
Open another canvas,Открыть другой холст
Resize all,Изменить размер всего
Stop recording timelapse,Остановить запись таймлапса
Export image,Экспортировать изображение
Save to device,Сохранить на устройство
Create animation,Создать анимацию
Import from storage,Импортировать из хранилища
Import from files,Импортировать из файлов
72 dpi,72 dpi
144 dpi,144 dpi
300 dpi,300 dpi
350 dpi,350 dpi
600 dpi,600 dpi
1200 dpi,1200 dpi
100 dpi,100 dpi
Change resolution,Изменить разрешение
"You can change the canvas resolution.
When changing the resolution, you can set the unit to mm, cm, or inch.",
Rotate 90 degrees,Повернуть на 90 градусов
Save changes,Сохранить изменения
The current canvas will be closed in order to open another canvas. Would you like to save your changes?,"Текущий холст будет закрыт, чтобы открыть другой холст. Хотите сохранить изменения?"
"""%s"" already exists. Do you want to replace it?",«%s» уже существует. Хотите заменить его?
Clear selection,Снять выделение
Change HEX value,Изменить значение HEX
Input error,Ошибка ввода
Please enter 6 characters consisting of numbers and letters from A to F.,"Введите 6 символов, состоящих из цифр и букв от A до F."
