source,target
"Failed to create copy of ""%s"".",Не удалось создать копию «%s».
"Failed to change the name of ""%s"".",Не удалось изменить имя «%s».
"Failed to delete ""%s"".",Не удалось удалить «%s».
A file with this name already exists.,Файл с таким именем уже существует.
"""%s"" is currently open. Please close the file to execute.",«%s» сейчас открыт. Закройте файл для выполнения.
"Failed to update the work list.
To update the work list, please execute [Organize Works].","Не удалось обновить список произведений.
Чтобы обновить список произведений, выполните [Упорядочить произведения]."
The operation was canceled. %s has not been saved.,Операция отменена. %s не сохранено.
Save to Clip Studio folder,Сохранить в папку Clip Studio
Failed to save file.,Не удалось сохранить файл.
"Failed to save the file because there is no Documents folder in the Internal Storage of the device. 
Please create a Documents folder directly under Internal Storage in the file manager app and try again.","Не удалось сохранить файл, так как во внутреннем хранилище устройства нет папки Documents. 
Создайте папку Documents непосредственно во внутреннем хранилище через приложение файлового менеджера и повторите попытку."
Choose a save location.,Выберите место сохранения.
Clip Studio folder,Папка Clip Studio
Files app,Приложение «Файлы»
"To open “%s,” you need access permissions for the folder containing the necessary files.
Please press OK in this dialog, then on the next screen, press “Done” to allow access permissions to the folder.

If you cannot select the folder, please open the Files app
and transfer the files to the Clip Studio folder.","Чтобы открыть «%s», вам нужны разрешения на доступ к папке, содержащей необходимые файлы.
Нажмите OK в этом диалоговом окне, а затем на следующем экране нажмите «Готово», чтобы предоставить разрешения на доступ к папке.

Если вы не можете выбрать папку, откройте приложение «Файлы»
и перенесите файлы в папку Clip Studio."
"To open “%s,” you need access permissions for the folder containing the necessary files.

Please press OK in this dialog, then on the next screen, press “Use this folder” to allow access permissions to the folder.
If you cannot select the folder, please open the File Manager app
and transfer the files to Internal Storage > Documents > Clip Studio folder.","Чтобы открыть «%s», вам нужны разрешения на доступ к папке, содержащей необходимые файлы.

Нажмите OK в этом диалоговом окне, а затем на следующем экране нажмите «Использовать эту папку», чтобы предоставить разрешения на доступ к папке.
Если вы не можете выбрать папку, откройте приложение файлового менеджера
и перенесите файлы в папку Internal Storage > Documents > Clip Studio."
"Could not access %s.
To edit “%s”, you need access permissions for the folder containing the files.

Please press OK in this dialog, then on the next screen, press “Done” to allow access permissions to the folder again.","Не удалось получить доступ к %s.
Чтобы редактировать «%s», вам нужны разрешения на доступ к папке, содержащей файлы.

Нажмите OK в этом диалоговом окне, а затем на следующем экране нажмите «Готово», чтобы снова предоставить разрешения на доступ к папке."
"Could not access %s.
To edit “%s”, you need access permissions for the folder containing the files.

Please press OK in this dialog, then on the next screen, press “Use this folder” to allow access permissions to the folder again.","Не удалось получить доступ к %s.
Чтобы редактировать «%s», вам нужны разрешения на доступ к папке, содержащей файлы.

Нажмите OK в этом диалоговом окне, а затем на следующем экране нажмите «Использовать эту папку», чтобы снова предоставить разрешения на доступ к папке."
"To open “%s” with the page management file, you need access permissions for the folder containing the files.
Please press OK in this dialog, then on the next screen, press “Done” to allow access permissions to the folder.

If you cannot select the folder, please select [Open as single page]
to edit the page file without page management.","Чтобы открыть «%s» с файлом управления страницами, вам нужны разрешения на доступ к папке, содержащей файлы.
Нажмите OK в этом диалоговом окне, а затем на следующем экране нажмите «Готово», чтобы предоставить разрешения на доступ к папке.

Если вы не можете выбрать папку, выберите [Открыть как одну страницу],
чтобы редактировать файл страницы без управления страницами."
"To open “%s” with the page management file, you need access permissions for the folder containing the files.
Please press OK in this dialog, then on the next screen, press “Use this folder” to allow access permissions to the folder.

If you cannot select the folder, please select “Open as single page”
to edit the page file without page management.","Чтобы открыть «%s» с файлом управления страницами, вам нужны разрешения на доступ к папке, содержащей файлы.
Нажмите OK в этом диалоговом окне, а затем на следующем экране нажмите «Использовать эту папку», чтобы предоставить разрешения на доступ к папке.

Если вы не можете выбрать папку, выберите «Открыть как одну страницу»,
чтобы редактировать файл страницы без управления страницами."
You need iPadOS 13 or later to open page management files (.cmc) saved outside the Clip Studio app.,"Для открытия файлов управления страницами (.cmc), сохранённых вне приложения Clip Studio, требуется iPadOS 13 или новее."
"You need iPadOS 13 or later to open files included in a page management file (.clip, .lip) saved outside the Clip Studio app.
You can select [Open as single page] to edit the page file without page management.","Для открытия файлов, включённых в файл управления страницами (.clip, .lip), сохранённый вне приложения Clip Studio, требуется iPadOS 13 или новее.
Вы можете выбрать [Открыть как одну страницу], чтобы редактировать файл страницы без управления страницами."
Open as single page,Открыть как одну страницу
Is file “%s” 3D data made of multiple files?,Файл «%s» — это 3D-данные из нескольких файлов?
"To open “%s,” you need access permissions for the folder containing the necessary files.
In the next screen, please allow access permissions to the folder.

If you cannot select the folder, please open the Files app
and transfer the files to the Clip Studio folder.","Чтобы открыть «%s», вам нужны разрешения на доступ к папке, содержащей необходимые файлы.
На следующем экране предоставьте разрешения на доступ к папке.

Если вы не можете выбрать папку, откройте приложение «Файлы»
и перенесите файлы в папку Clip Studio."
"To open “%s,” you need access permissions for the folder containing the necessary files.
In the next screen, please allow access permissions to the folder.

If you cannot select the folder, please open the File Manager app
and transfer the files to Internal Storage > Documents > Clip Studio folder.","Чтобы открыть «%s», вам нужны разрешения на доступ к папке, содержащей необходимые файлы.
На следующем экране предоставьте разрешения на доступ к папке.

Если вы не можете выбрать папку, откройте приложение файлового менеджера
и перенесите файлы в папку Internal Storage > Documents > Clip Studio."
You need iPadOS 13 or later to open 3D data made of multiple files saved outside Clip Studio.,"Для открытия 3D-данных из нескольких файлов, сохранённых вне Clip Studio, требуется iPadOS 13 или новее."
"To open %s, you need access permissions to the folder.
Tap “Select folder”, then on the next screen, tap “Use this folder”.
If the folder is in a location that you cannot select, please open the file manager app and
move the folder to Internal storage > Documents > Clip Studio.
You can also save a copy of the file to the Clip Studio folder.","Чтобы открыть %s, вам нужны разрешения на доступ к папке.
Коснитесь «Выбрать папку», затем на следующем экране коснитесь «Использовать эту папку».
Если папка находится в месте, которое вы не можете выбрать, откройте приложение файлового менеджера и
переместите папку в Internal storage > Documents > Clip Studio.
Также можно сохранить копию файла в папку Clip Studio."
Select folder,Выбрать папку
Create a copy,Создать копию
"Please select folder ^0%s.

Folder ^1%s is currently selected, but access permissions for ^0%s are needed.","Выберите папку ^0%s.

Сейчас выбрана папка ^1%s, но требуются разрешения на доступ к ^0%s."
Clip Studio,Clip Studio
"File not found.
On the next screen, select ""Use this folder"" to give Clip Studio access to the folder, which may locate the file.","Файл не найден.
На следующем экране выберите «Использовать эту папку», чтобы предоставить Clip Studio доступ к папке, в которой может находиться файл."
"Could not find some files.
On the next screen, select ""Use this folder"" to give Clip Studio access to the folder, which may locate the files.","Не удалось найти некоторые файлы.
На следующем экране выберите «Использовать эту папку», чтобы предоставить Clip Studio доступ к папке, в которой могут находиться файлы."
All fonts,Все шрифты
(%d / %d),(%d / %d)
Display text in specific font,Отображать текст конкретным шрифтом
Switch font list,Переключить список шрифтов
Open font list settings dialog,Открыть диалоговое окно настроек списка шрифтов
Select fonts from this device to add to the font list,Выберите шрифты с этого устройства для добавления в список шрифтов
Add font from device...,Добавить шрифт с устройства...
Add font from files...,Добавить шрифт из файлов...
Enter font name,Введите имя шрифта
Could not find this font,Не удалось найти этот шрифт
Could not add font. Please try selecting it again from the font list.,Не удалось добавить шрифт. Попробуйте выбрать его снова из списка шрифтов.
Open Graph Editor,Открыть редактор графиков
Close Graph Editor,Закрыть редактор графиков
Move graph,Переместить график
Scale keyframes on x axis,Масштабировать ключевые кадры по оси x
Scale keyframes on y axis,Масштабировать ключевые кадры по оси y
Move keyframe on graph,Переместить ключевой кадр на графике
Add keyframe to graph,Добавить ключевой кадр на график
Delete keyframe from graph,Удалить ключевой кадр с графика
Move slope,Переместить наклон
Pair/unpair handles,Связать/разъединить манипуляторы
Change interpolation method to “Smooth”,Изменить метод интерполяции на «Сглаженная»
Change interpolation method to “Linear”,Изменить метод интерполяции на «Линейная»
Change interpolation method to “Hold”,Изменить метод интерполяции на «Фиксированная»
Delete node,Удалить узел
Select left node,Выбрать левый узел
Select right node,Выбрать правый узел
Mixing rate curve,Кривая степени смешивания
Left node,Левый узел
Right node,Правый узел
Left color,Левый цвет
Right color,Правый цвет
Tool (read only),Инструмент (только для чтения)
Register to gradient set.,Зарегистрировать в наборе градиентов.
Mixing mode,Режим смешивания
Perceptual (Photoshop compatible),Перцепционный (совместимо с Photoshop)
Linear (Photoshop compatible),Линейный (совместимо с Photoshop)
Brightness correction,Коррекция яркости
"If the Clip Studio folder with your saved artworks does not appear, please restart your device and try again.
Please see the support information for details.","Если папка Clip Studio с вашими сохранёнными произведениями не появляется, перезапустите устройство и повторите попытку.
Подробности см. в справочной информации."
"Settings for ""Execute menu command""",Настройки для «Выполнить команду меню»
Palette pop-up  settings,Настройки всплывающей палитры
"Settings for ""Execute option command""",Настройки для «Выполнить команду параметра»
Settings to Execute auto action,Настройки для выполнения автооперации
Settings to change tools,Настройки для смены инструментов
Settings to Execute Tool Rotation,Настройки для выполнения чередования инструментов
New color raster layer,Новый цветной растровый слой
New gray raster layer,Новый серый растровый слой
New gray (black) raster layer,Новый серый (чёрный) растровый слой
New gray (white) raster layer,Новый серый (белый) растровый слой
New monochrome raster layer,Новый монохромный растровый слой
New monochrome raster (black) layer,Новый монохромный растровый (чёрный) слой
New monochrome raster (white) layer,Новый монохромный растровый (белый) слой
New color vector layer,Новый цветной векторный слой
New gray vector layer,Новый серый векторный слой
New gray (black) vector layer,Новый серый (чёрный) векторный слой
New gray (white) vector layer,Новый серый (белый) векторный слой
New monochrome vector layer,Новый монохромный векторный слой
New monochrome (black) vector layer,Новый монохромный (чёрный) векторный слой
New monochrome (white) vector layer,Новый монохромный (белый) векторный слой
New Vector Layer (advanced),Новый векторный слой (расширенный)
New Gradient layer,Новый слой градиента
New Fill Layer,Новый слой заливки
New Tone layer,Новый слой тона
New 3D layer with drawing figure,Новый 3D-слой с фигурой для рисования
Body shape name,Имя формы тела
Pose name,Имя позы
Brightness and contrast layer,Слой яркости и контрастности
Level Correction layer,Слой коррекции уровней
Tone Curve layer,Слой кривой тонов
"Hue, saturation, and luminosity layer","Слой оттенка, насыщенности и яркости"
Color balance layer,Слой цветового баланса
Invert layer,Слой инверсии
Posterization layer,Слой постеризации
Binarization layer,Слой бинаризации
Gradient map layer,Слой карты градиента
Brightness and contrast layer settings,Настройки слоя яркости и контрастности
Level correction layer settings,Настройки слоя коррекции уровней
Tone curve layer settings,Настройки слоя кривой тонов
"Hue, saturation, and luminosity layer settings","Настройки слоя оттенка, насыщенности и яркости"
Color balance layer settings,Настройки слоя цветового баланса
Settings for reversing gradient layer,Настройки для инверсии слоя градиента
Posterization layer settings,Настройки слоя постеризации
Binarization layer settings,Настройки слоя бинаризации
Gradient map layer settings,Настройки слоя карты градиента
Add sequence number to name,Добавить порядковый номер к имени
Delete all rulers,Удалить все линейки
Show ruler in all layers,Показывать линейку на всех слоях
Show ruler within the same folder,Показывать линейку в пределах той же папки
Show ruler only for editing object,Показывать линейку только для редактируемого объекта
Divide horizontally,Разделить по горизонтали
Prefer keeping for mask,Предпочитать сохранение для маски
Make layer above as editing target,Сделать слой выше целью редактирования
Make layer below as editing target,Сделать слой ниже целью редактирования
Change editing layer,Изменить редактируемый слой
Change selection of layer,Изменить выбор слоя
Select up to specified layer,Выбрать вплоть до указанного слоя
Selection of mask and ruler,Выбор маски и линейки
Change opacity,Изменить непрозрачность
Change blending mode,Изменить режим наложения
Use palette color,Использовать цвет палитры
Change use of layer color,Изменить использование цвета слоя
change of,изменение
Change use of tone,Изменить использование тона
Change [%s] of tone,Изменить [%s] тона
Dot position X,Положение точки X
Dot position Y,Положение точки Y
Change use of border effect,Изменить использование эффекта границы
Change border effect,Изменить эффект границы
Change use of texture composition,Изменить использование компоновки текстуры
Change level of texture composition,Изменить уровень компоновки текстуры
Change display of decrease color,Изменить отображение уменьшения цветов
Change reflection of layer opacity,Изменить отражение непрозрачности слоя
Change use of decrease color,Изменить использование уменьшения цветов
Change posterization settings,Изменить настройки постеризации
Change use of line extraction,Изменить использование извлечения линий
Toggle threshold for black fill,Переключить порог для чёрной заливки
Change use of extraction after posterization,Изменить использование извлечения после постеризации
Create inner layer mask,Создать внутреннюю маску слоя
Create outer layer mask,Создать внешнюю маску слоя
Effective status of layer mask,Состояние действия маски слоя
Display status of mask area,Состояние отображения области маски
Mask area,Область маски
link status of mask,состояние связи маски
Link to layer,Связать со слоем
Do not clip,Не обрезать
Set reference layer,Задать эталонный слой
Set clipping at layer below,Задать обтравку по слою ниже
Locking status of layer,Состояние блокировки слоя
Locking status of transparent pixel,Состояние блокировки прозрачных пикселей
Transparent pixels,Прозрачные пиксели
Set draft layer,Задать черновой слой
Draft layer,Черновой слой
Display status of layer,Состояние отображения слоя
Temporarily switch display of other layer,Временно переключить отображение другого слоя
Advanced layer settings,Дополнительные настройки слоя
Fill color settings,Настройки цвета заливки
Current Layer,Текущий слой
File path,Путь к файлу
Change light table to color,Изменить лайтбокс на цветной
Change light table to half color,Изменить лайтбокс на полуцветной
Change light table to monochrome,Изменить лайтбокс на монохромный
Open folder and all content,Открыть папку и всё содержимое
Open all folders at the same hierarchy,Открыть все папки на том же уровне иерархии
Open all folders at the same hierarchy and below,Открыть все папки на том же уровне иерархии и ниже
Open all folders,Открыть все папки
Close folder,Закрыть папку
Close folder and all content,Закрыть папку и всё содержимое
Close all folders at the same hierarchy,Закрыть все папки на том же уровне иерархии
Close all folders at the same hierarchy and below,Закрыть все папки на том же уровне иерархии и ниже
Close all folders,Закрыть все папки
Apply layer comp,Применить компоновку слоёв
Select layer comp,Выбрать компоновку слоёв
Select/deselect layer comp,Выбрать/отменить выбор компоновки слоёв
Select up to specified layer comp,Выбрать вплоть до указанной компоновки слоёв
Deselect layer comp,Отменить выбор компоновки слоёв
Target layer,Целевой слой
Highlight shape,Форма блика
Highlight roundness,Округлость блика
Highlight angle,Угол блика
Key tone,Ключевой тон
Extracting 2D outline...,Извлечение 2D-контура...
Extracting 3D outline...,Извлечение 3D-контура...
Preparing to extract outline...,Подготовка к извлечению контура...
"You have already reached the maximum number of presets, so you cannot add a new preset.","Вы уже достигли максимального количества наборов настроек, поэтому нельзя добавить новый набор настроек."
Comic (dot screentones),Комикс (точечные скринтоны)
Comic (Grayscale),Комикс (Оттенки серого)
Hatching (noise pattern),Штриховка (узор-шум)
Extract lines (Vector layer),Извлечь линии (Векторный слой)
Extract lines (depth),Извлечь линии (глубина)
Extract lines (large models),Извлечь линии (большие модели)
System: %2d%%,Система: %2d%%
Application: %2d%%,Приложение: %2d%%
System: ,Система: 
Application: ,Приложение: 
Memory workload for whole system,Нагрузка на память для всей системы
Memory workload for application,Нагрузка на память для приложения
Downloading necessary data...,Загрузка необходимых данных...
"Failed to download data.
Please check your network connection and try again.","Не удалось загрузить данные.
Проверьте сетевое подключение и повторите попытку."
"There is no processing unit for “%s,” so the processing unit that prioritizes performance will be used. 
Please check the processing unit in Preferences > Performance.","Для «%s» нет вычислительного блока, поэтому будет использован вычислительный блок, отдающий приоритет производительности. 
Проверьте вычислительный блок в разделе «Настройки» > «Производительность»."
"Could not detect a human in this photo. 
Please try again with a different photo.","Не удалось обнаружить человека на этой фотографии. 
Повторите попытку с другой фотографией."
"Could not find a pose to extract. 
Please try again with a different photo.","Не удалось найти позу для извлечения. 
Повторите попытку с другой фотографией."
Apply to right hand,Применить к правой руке
Apply to left hand,Применить к левой руке
The server is busy. Please wait a moment.,Сервер занят. Подождите немного.
"The server is busy.
 Please try again later.","Сервер занят.
 Повторите попытку позже."
"An error occurred on the server. 
Please try again later.","На сервере произошла ошибка. 
Повторите попытку позже."
"There was an error communicating with the server. 
Please update to the latest version of the application and try again.","Произошла ошибка связи с сервером. 
Обновите приложение до последней версии и повторите попытку."
"An unknown error has occurred.
Please restart the application and try again.","Произошла неизвестная ошибка.
Перезапустите приложение и повторите попытку."
"Failed to connect to the server. 
Please check your network connection and try again.","Не удалось подключиться к серверу. 
Проверьте сетевое подключение и повторите попытку."
"This service has been suspended.
 Please see the Clip Studio product website for more information. ","Эта служба приостановлена.
 Подробнее см. на сайте продукта Clip Studio. "
"This service is currently under maintenance. 
Please come back again later.","Эта служба сейчас на обслуживании. 
Зайдите снова позже."
Maintenance scheduled until: ^5%04d/^6%02d/^7%02d ^8%02d:^9%02d,Обслуживание запланировано до: ^5%04d/^6%02d/^7%02d ^8%02d:^9%02d
"This service has been updated. 
Please update to the latest version of the application and try again.","Эта служба обновлена. 
Обновите приложение до последней версии и повторите попытку."
Could not run this process because the image is too large.,"Не удалось выполнить этот процесс, так как изображение слишком большое."
"The following error occurred while processing.
Please try again with a different processing unit.

^0%s","При обработке произошла следующая ошибка.
Повторите попытку с другим вычислительным блоком.

^0%s"
"Unable to colorize as the image is too large.
 Please try again using selection areas to limit the colorization range.","Не удалось раскрасить, так как изображение слишком большое.
 Повторите попытку, используя области выделения для ограничения диапазона раскрашивания."
Right click,Щелчок правой кнопкой
Middle click,Щелчок средней кнопкой
Tail switch,Переключатель на хвостовике
Double-tap the stylus,Двойное касание стилусом
Tool switch icon,Значок переключения инструмента
Long press,Долгое нажатие
Side button 1,Боковая кнопка 1
Side button 2,Боковая кнопка 2
Side button 3,Боковая кнопка 3
", ",", "
Reserved process,Зарезервированный процесс
Setting for tool aux. operation,Настройка для вспомогательной операции инструмента
Setting for view operation,Настройка для операции вида
"Settings for ""Change tool temporarily""",Настройки для «Временно сменить инструмент»
Tool aux. operation,Вспомогательная операция инструмента
Change tool temporarily,Временно сменить инструмент
View operation,Операция вида
Show Menu,Показать меню
Show palette,Показать палитру
Cancel operation,Отменить операцию
Change brush size,Изменить размер кисти
Switch scaling up and down,Переключить увеличение и уменьшение масштаба
Specify reference point,Указать опорную точку
Select from selection,Выбрать из выделения
Start from center,Начинать из центра
Interlock selection and image,Связать выделение и изображение
Toggle selection (add to selection by dragging),Переключить выделение (добавлять к выделению перетаскиванием)
Switch referring multiple layers,Переключить ссылку на несколько слоёв
Adjust opacity,Настроить непрозрачность
Add guide line,Добавить направляющую
Delete guide line,Удалить направляющую
Switch moving/rotating,Переключить перемещение/поворот
Switch center point motion by clicking,Переключить движение центральной точки щелчком
Switch frame step,Переключить шаг кадра
Switch previous/next,Переключить предыдущий/следующий
Flip liquify mode,Зеркально отразить режим пластики
Zoom in by up and zoom out by down,Увеличение вверх и уменьшение вниз
Scroll vertically,Прокрутка по вертикали
Scroll horizontally,Прокрутка по горизонтали
Zoom Out by up and zoom in by down,Уменьшение вверх и увеличение вниз
Scale up one size in the upper side/Scale down one size in the lower side,Увеличить на один размер при движении вверх/Уменьшить на один размер при движении вниз
Scale down one size in the upper side/Scale up one size in the lower side,Уменьшить на один размер при движении вверх/Увеличить на один размер при движении вниз
Other process,Другой процесс
Preparing the software after moving user data...,Подготовка программы после перемещения данных пользователя...
"To turn on “Show canvas on external monitor,” the app needs permission to appear on top.
When you click OK, you will be taken to the app permissions screen. Please turn on permissions for “Appear on top.”","Чтобы включить «Показывать холст на внешнем мониторе», приложению нужно разрешение отображаться поверх других окон.
Когда вы нажмёте OK, вы перейдёте к экрану разрешений приложения. Включите разрешение «Отображать поверх других окон»."
Please turn on Samsung DeX to display the canvas on an external monitor.,"Включите Samsung DeX, чтобы отображать холст на внешнем мониторе."
More about Samsung DeX,Подробнее о Samsung DeX
"You cannot use “Show canvas on external monitor” on this device.
To use this feature, please use Samsung DeX.","На этом устройстве нельзя использовать «Показывать холст на внешнем мониторе».
Чтобы использовать эту функцию, используйте Samsung DeX."
User preset,Пользовательский набор настроек
Choose pose for 3D drawing figure,Выбрать позу для 3D-фигуры для рисования
Choose body shape for 3D drawing figure,Выбрать форму тела для 3D-фигуры для рисования
Show crop marks/inner border,Показывать метки обреза/внутреннюю рамку
Show safety margins,Показывать поля безопасности
Show on-screen area (webtoon),Показывать экранную область (вебтун)
Show story information,Показывать сведения о сюжете
Show paper,Показывать бумагу
Width of trim margin,Ширина поля обреза
Height of trim margin,Высота поля обреза
How to set the inner border,Как задать внутреннюю рамку
Width of inner border,Ширина внутренней рамки
Height of inner border,Высота внутренней рамки
Horizontal offset of inner border,Горизонтальное смещение внутренней рамки
Vertical offset of inner border,Вертикальное смещение внутренней рамки
View mode,Режим просмотра
Selected Tone,Выбранный тон
All Tones,Все тона
Exclude Image Material Area,Исключить область материала-изображения
Filter types,Типы фильтров
.pdf(PDF format),.pdf (формат PDF)
PDF format|*.pdf,Формат PDF|*.pdf
clipstudio.module.plugin.paint.pdf.export,clipstudio.module.plugin.paint.pdf.export
clipstudio.module.plugin.paint.pdf.import,clipstudio.module.plugin.paint.pdf.import
My presets,Мои наборы настроек
"B4 Color
%s","B4 цветной
%s"
"B5 Color
%s","B5 цветной
%s"
"B6 Color
%s","B6 цветной
%s"
"A4 Color 
%s","A4 цветной 
%s"
"A5 Color　
%s","A5 цветной　
%s"
"A6 Color
%s","A6 цветной
%s"
"B4 Monochrome
%s","B4 чёрно-белый
%s"
"B5 Monochrome
%s","B5 чёрно-белый
%s"
"B6 Monochrome
%s","B6 чёрно-белый
%s"
"A4 Monochrome 
%s","A4 чёрно-белый 
%s"
"A5 Monochrome
%s","A5 чёрно-белый
%s"
"A6 Monochrome
%s","A6 чёрно-белый
%s"
"For commercial issue  Bleed 5mm
%s","Для коммерческого выпуска  Вылет 5 мм
%s"
"For commercial issue  Bleed 3mm
%s","Для коммерческого выпуска  Вылет 3 мм
%s"
"Webtoon 1
%s","Вебтун 1
%s"
"Webtoon 2
%s","Вебтун 2
%s"
"Webtoon 3
%s","Вебтун 3
%s"
"Webtoon 4
%s","Вебтун 4
%s"
"Sticker size
%s","Размер стикера
%s"
"Screen size 
%s","Размер экрана 
%s"
"Animated sticker 1 (Studio Mode)
%s","Анимированный стикер 1 (Studio Mode)
%s"
"Animated sticker 2 (Studio Mode)
%s","Анимированный стикер 2 (Studio Mode)
%s"
"9:16　(Studio Mode)
%s","9:16　(Studio Mode)
%s"
"16:9　(Studio Mode)
%s","16:9　(Studio Mode)
%s"
"1:1　(Studio Mode)
%s","1:1　(Studio Mode)
%s"
"4:3　(Studio Mode)
%s","4:3　(Studio Mode)
%s"
"Could not apply pose.
Please create a new canvas and try importing from Posemaniacs again.","Не удалось применить позу.
Создайте новый холст и попробуйте снова импортировать из Posemaniacs."
"Could not apply pose because the number of layers has reached the upper limit.
 Please delete unneeded layers or select an existing 3D layer and import from Posemaniacs again.","Не удалось применить позу, так как количество слоёв достигло верхнего предела.
 Удалите ненужные слои или выберите существующий 3D-слой и снова импортируйте из Posemaniacs."
"Could not apply pose.
This function is only available in Studio Mode. Please switch to Studio Mode and try importing from Posemaniacs again.","Не удалось применить позу.
Эта функция доступна только в Studio Mode. Переключитесь в Studio Mode и попробуйте снова импортировать из Posemaniacs."
This pose data is not available in the version you are using.,Эти данные позы недоступны в используемой вами версии.
"Failed to download pose data.
Please check your network connection, make sure you have an editable canvas open and are in Studio Mode, then try importing from Posemaniacs again.","Не удалось загрузить данные позы.
Проверьте сетевое подключение, убедитесь, что открыт редактируемый холст и вы находитесь в Studio Mode, затем попробуйте снова импортировать из Posemaniacs."
Could not apply pose.,Не удалось применить позу.
Gesture configuration,Настройка жестов
Cursor details,Сведения о курсоре
File details,Сведения о файле
Color conversion,Преобразование цвета
Camera path/Camera,Траектория камеры/Камера
Tabmate 2,Tabmate 2
"For print size view, you need to set current display resolution. 
Do you want to configure the settings?","Для просмотра в размере печати необходимо задать текущее разрешение дисплея. 
Хотите настроить параметры?"
"The display resolution has been set. 
You can adjust this setting from Preferences > Canvas.","Разрешение дисплея задано. 
Эту настройку можно изменить в разделе «Настройки» > «Холст»."
Drawing tool,Инструмент рисования
General-purpose settings,Универсальные настройки
Equilateral triangle,Равносторонний треугольник
Regular polygon,Правильный многоугольник
Execute menu command,Выполнить команду меню
Show quick menu,Показать быстрое меню
Default menu,Меню по умолчанию
New menu,Новое меню
"Your smartphone wants to connect.
 Connect with Companion Mode?","Ваш смартфон хочет подключиться.
 Подключиться в режиме компаньона?"
"Your Android device requires location services to be enabled to detect Bluetooth devices. 
Clip Studio Paint uses the location information service only to detect Bluetooth devices, and does not collect location information.","Для обнаружения Bluetooth-устройств на вашем устройстве Android должны быть включены службы определения местоположения. 
Clip Studio Paint использует службу определения местоположения только для обнаружения Bluetooth-устройств и не собирает данные о местоположении."
"Failed to start Companion mode. 
Please turn on Wi-Fi and check that you are connected to the same network (LAN) as the main device.","Не удалось запустить режим компаньона. 
Включите Wi-Fi и убедитесь, что вы подключены к той же сети (LAN), что и основное устройство."
"There is no connection request on the main device.
 Please connect using Scan QR code.","На основном устройстве нет запроса на подключение.
 Подключитесь с помощью сканирования QR-кода."
"Clip Studio Paint notifications are turned off on the main device, so the connection request cannot be shown.
On the main device, please open Windows Settings > System > Notifications > and allow notifications from Clip Studio Paint. If you cannot allow notifications, please connect using the QR code.","Уведомления Clip Studio Paint отключены на основном устройстве, поэтому запрос на подключение не может быть показан.
На основном устройстве откройте «Параметры Windows» > «Система» > «Уведомления» и разрешите уведомления от Clip Studio Paint. Если разрешить уведомления не получается, подключитесь с помощью QR-кода."
"Clip Studio Paint notifications are turned off on the main device, so the connection request cannot be shown.
On the main device, please open System Preferences > Notification Center and allow notifications from Clip Studio Paint. If you cannot allow notifications, please connect using the QR code.","Уведомления Clip Studio Paint отключены на основном устройстве, поэтому запрос на подключение не может быть показан.
На основном устройстве откройте «Системные настройки» > «Центр уведомлений» и разрешите уведомления от Clip Studio Paint. Если разрешить уведомления не получается, подключитесь с помощью QR-кода."
